taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
1573835	Eutrichota sclerotacra Fan, 1984	1573835	Eutrichota sclerotacra Fan, 1984	4	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Anthomyiidae	3330	Eutrichota	1573730	Eutrichota sclerotacra	1573835	
11348036	Pegohylemyia tortiforceps Deng, 1993	11583918	Botanophila tortiforceps (Deng, 1993)	1	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Anthomyiidae	3330	Botanophila	1575362	Botanophila tortiforceps	11583918	
1572968	Alliopsis heterophalla Fan & Wu, 1983	1572968	Alliopsis heterophalla Fan & Wu, 1983	5	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Anthomyiidae	3330	Alliopsis	1572965	Alliopsis heterophalla	1572968	
1573987	Paradelia nototrigona Ge & Fan, 1981	1573987	Paradelia nototrigona Ge & Fan, 1981	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Anthomyiidae	3330	Paradelia	1573948	Paradelia nototrigona	1573987	
1576239	Pegomya aksayensis Fan & Wu, 1987	1576239	Pegomya aksayensis Fan & Wu, 1987	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Anthomyiidae	3330	Pegomya	1575904	Pegomya aksayensis	1576239	
1573008	Alliopsis gigantosternita Fan, 1983	1573008	Alliopsis gigantosternita Fan, 1983	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Anthomyiidae	3330	Alliopsis	1572965	Alliopsis gigantosternita	1573008	
11301084	Pegohylemyia cylindrophalla Deng, 1983	11888773	Botanophila cylindrophalla (Deng, 1983)	1	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Anthomyiidae	3330	Botanophila	1575362	Botanophila cylindrophalla	11888773	
1575292	Chirosia sichuanensis Feng, 1987	1575292	Chirosia sichuanensis Feng, 1987	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Anthomyiidae	3330	Chirosia	1555604	Chirosia sichuanensis	1575292	
4793111	Pegohylemyia caligotypa Zheng & Fan, 1990	1575534	Botanophila caligotypa (Zheng & Fan, 1990)	1	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Anthomyiidae	3330	Botanophila	1575362	Botanophila caligotypa	1575534	
4793081	Pegohylemyia prenochirella Zheng & Fan, 1990	1575462	Botanophila prenochirella (Zheng & Fan, 1990)	2	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Anthomyiidae	3330	Botanophila	1575362	Botanophila prenochirella	1575462	
11125147	Hydrophoria nigrinitida Feng, 2006	11125147	Hydrophoria nigrinitida Feng, 2006	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Anthomyiidae	3330	Hydrophoria	9774931	Hydrophoria nigrinitida	11125147	
1576172	Pegomya unilongiseta Deng & Li, 1988	11457899	Pegomya xuei Deng & Li, 1988	3	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Anthomyiidae	3330	Pegomya	1575904	Pegomya xuei	11457899	
1576410	Pegomya heteroparamera Zheng & Fan, 1990	1576410	Pegomya heteroparamera Zheng & Fan, 1990	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Anthomyiidae	3330	Pegomya	1575904	Pegomya heteroparamera	1576410	
