LocationID,Locality,District,Longitude,Latitude,ScientificName,Family,Genus,SpecificEpithet,TaxonRank,Bird_MigrantStatus,Bird_SurveyTime,SourceID
391,Shanghai Chenshan Botanical Garden,Songjiang District,121.178900,31.071500,"Phylloscopus inornatus (Blyth, 1842)",Phylloscopidae,Phylloscopus,inornatus,Species,M,Whole year,240
391,Shanghai Chenshan Botanical Garden,Songjiang District,121.178900,31.071500,"Aegithalos caudatus (Linnaeus, 1758)",Aegithalidae,Aegithalos,caudatus,Species,R,Whole year,240
391,Shanghai Chenshan Botanical Garden,Songjiang District,121.178900,31.071500,"Passer montanus (Linnaeus, 1758)",Passeridae,Passer,montanus,Species,R,Whole year,240
391,Shanghai Chenshan Botanical Garden,Songjiang District,121.178900,31.071500,"Fringilla montifringilla (Linnaeus, 1758)",Fringillidae,Fringilla,montifringilla,Species,M,Whole year,240
391,Shanghai Chenshan Botanical Garden,Songjiang District,121.178900,31.071500,"Carduelis sinica (Linnaeus, 1766)",Fringillidae,Carduelis,sinica,Species,R,Whole year,240
391,Shanghai Chenshan Botanical Garden,Songjiang District,121.178900,31.071500,"Eophona personata (Temminck & Schlegel, 1848)",Fringillidae,Eophona,personata,Species,M,Whole year,240
391,Shanghai Chenshan Botanical Garden,Songjiang District,121.178900,31.071500,"Emberiza rustica (Pallas, 1776)",Emberizidae,Emberiza,rustica,Species,M,Whole year,240
391,Shanghai Chenshan Botanical Garden,Songjiang District,121.178900,31.071500,"Emberiza elegans (Temminck, 1836)",Emberizidae,Emberiza,elegans,Species,M,Whole year,240
391,Shanghai Chenshan Botanical Garden,Songjiang District,121.178900,31.071500,"Emberiza spodocephala (Pallas, 1776)",Emberizidae,Emberiza,spodocephala,Species,M,Whole year,240
392,Shanghai Gongqing Forest Park,Yangpu District,121.557200,31.313500,"Tachybaptus ruficollis (Pallas, 1764)",Podicipedidae,Tachybaptus,ruficollis,Species,R,Whole year,240
392,Shanghai Gongqing Forest Park,Yangpu District,121.557200,31.313500,"Egretta garzetta (Linnaeus, 1766)",Ardeidae,Egretta,garzetta,Species,M,Whole year,240
392,Shanghai Gongqing Forest Park,Yangpu District,121.557200,31.313500,"Nycticorax nycticorax (Linnaeus, 1758)",Ardeidae,Nycticorax,nycticorax,Species,R,Whole year,240
392,Shanghai Gongqing Forest Park,Yangpu District,121.557200,31.313500,"Stigmatopelia chinensis (Scopoli, 1768)",Columbidae,Stigmatopelia,chinensis,Species,R,Whole year,240
392,Shanghai Gongqing Forest Park,Yangpu District,121.557200,31.313500,"Parus major (Linnaeus, 1758)",Paridae,Parus,major,Species,R,Whole year,240
392,Shanghai Gongqing Forest Park,Yangpu District,121.557200,31.313500,"Hirundo rustica (Linnaeus, 1758)",Laridae,Hirundo,rustica,Species,M,Whole year,240
392,Shanghai Gongqing Forest Park,Yangpu District,121.557200,31.313500,"Motacilla alba (Linnaeus, 1758)",Motacillidae,Motacilla,alba,Species,M,Whole year,240
392,Shanghai Gongqing Forest Park,Yangpu District,121.557200,31.313500,"Motacilla cinerea (Tunstall, 1771)",Motacillidae,Motacilla,cinerea,Species,M,Whole year,240
392,Shanghai Gongqing Forest Park,Yangpu District,121.557200,31.313500,"Anthus hodgsoni (Richmond, 1907)",Motacillidae,Anthus,hodgsoni,Species,M,Whole year,240
392,Shanghai Gongqing Forest Park,Yangpu District,121.557200,31.313500,"Pycnonotus sinensis (Gmelin, 1789)",Pycnonotidae,Pycnonotus,sinensis,Species,R,Whole year,240
392,Shanghai Gongqing Forest Park,Yangpu District,121.557200,31.313500,"Lanius schach (Linnaeus, 1758)",Laniidae,Lanius,schach,Species,R,Whole year,240
392,Shanghai Gongqing Forest Park,Yangpu District,121.557200,31.313500,"Acridotheres cristatellus (Linnaeus, 1758)",Sturnidae,Acridotheres,cristatellus,Species,R,Whole year,240
392,Shanghai Gongqing Forest Park,Yangpu District,121.557200,31.313500,"Sturnus sericeus (Gmelin, 1789)",Sturnidae,Sturnus,sericeus,Species,R,Whole year,240
392,Shanghai Gongqing Forest Park,Yangpu District,121.557200,31.313500,"Sturnus cineraceus (Temminck, 1835)",Sturnidae,Sturnus,cineraceus,Species,M,Whole year,240
392,Shanghai Gongqing Forest Park,Yangpu District,121.557200,31.313500,"Cyanopica cyanus (Pallas, 1776)",Corvidae,Cyanopica,cyanus,Species,R,Whole year,240
392,Shanghai Gongqing Forest Park,Yangpu District,121.557200,31.313500,"Urocissa erythrorhyncha (Boddaert, 1783)",Corvidae,Urocissa,erythrorhyncha,Species,M,Whole year,240
392,Shanghai Gongqing Forest Park,Yangpu District,121.557200,31.313500,"Tarsiger cyanurus (Pallas, 1773)",Muscicapidae,Tarsiger,cyanurus,Species,M,Whole year,240
392,Shanghai Gongqing Forest Park,Yangpu District,121.557200,31.313500,"Phoenicurus auroreus (Pallas, 1776)",Muscicapidae,Phoenicurus,auroreus,Species,M,Whole year,240
392,Shanghai Gongqing Forest Park,Yangpu District,121.557200,31.313500,"Zoothera dauma (Latham, 1790)",Turdidae,Zoothera,dauma,Species,M,Whole year,240
392,Shanghai Gongqing Forest Park,Yangpu District,121.557200,31.313500,"Turdus merula (Linnaeus, 1758)",Turdidae,Turdus,merula,Species,R,Whole year,240
392,Shanghai Gongqing Forest Park,Yangpu District,121.557200,31.313500,"Turdus pallidus (Gmelin, 1789)",Turdidae,Turdus,pallidus,Species,M,Whole year,240
392,Shanghai Gongqing Forest Park,Yangpu District,121.557200,31.313500,"Turdus naumanni (Temminck, 1820)",Turdidae,Turdus,naumanni,Species,M,Whole year,240
392,Shanghai Gongqing Forest Park,Yangpu District,121.557200,31.313500,"Ficedula mugimaki (Temminck, 1836)",Muscicapidae,Ficedula,mugimaki,Species,M,Whole year,240
392,Shanghai Gongqing Forest Park,Yangpu District,121.557200,31.313500,"Paradoxornis webbianus (Gould, 1852)",Paradoxornithidae,Paradoxornis,webbianus,Species,R,Whole year,240
392,Shanghai Gongqing Forest Park,Yangpu District,121.557200,31.313500,"Phylloscopus proregulus (Pallas, 1811)",Phylloscopidae,Phylloscopus,proregulus,Species,M,Whole year,240
392,Shanghai Gongqing Forest Park,Yangpu District,121.557200,31.313500,"Phylloscopus inornatus (Blyth, 1842)",Phylloscopidae,Phylloscopus,inornatus,Species,M,Whole year,240
392,Shanghai Gongqing Forest Park,Yangpu District,121.557200,31.313500,"Regulus regulus (Linnaeus, 1758)",Regulidae,Regulus,regulus,Species,R,Whole year,240
392,Shanghai Gongqing Forest Park,Yangpu District,121.557200,31.313500,"Passer montanus (Linnaeus, 1758)",Passeridae,Passer,montanus,Species,R,Whole year,240
392,Shanghai Gongqing Forest Park,Yangpu District,121.557200,31.313500,"Lonchura striata (Linnaeus, 1766)",Estrildidae,Lonchura,striata,Species,R,Whole year,240
392,Shanghai Gongqing Forest Park,Yangpu District,121.557200,31.313500,"Carduelis spinus (Linnaeus, 1758)",Fringillidae,Carduelis,spinus,Species,M,Whole year,240
392,Shanghai Gongqing Forest Park,Yangpu District,121.557200,31.313500,"Eophona personata (Temminck & Schlegel, 1848)",Fringillidae,Eophona,personata,Species,M,Whole year,240
392,Shanghai Gongqing Forest Park,Yangpu District,121.557200,31.313500,"Emberiza spodocephala (Pallas, 1776)",Emberizidae,Emberiza,spodocephala,Species,M,Whole year,240
393,Shanghai Riviera Forest Park,Pudong New Area,121.579200,31.418500,"Tachybaptus ruficollis (Pallas, 1764)",Podicipedidae,Tachybaptus,ruficollis,Species,R,Whole year,240
393,Shanghai Riviera Forest Park,Pudong New Area,121.579200,31.418500,"Mesophoyx intermedia (Wagler, 1829)",Ardeidae,Mesophoyx,intermedia,Species,M,Whole year,240
393,Shanghai Riviera Forest Park,Pudong New Area,121.579200,31.418500,"Egretta garzetta (Linnaeus, 1766)",Ardeidae,Egretta,garzetta,Species,M,Whole year,240
393,Shanghai Riviera Forest Park,Pudong New Area,121.579200,31.418500,"Ardeola bacchus (Bonaparte, 1855)",Ardeidae,Ardeola,bacchus,Species,M,Whole year,240
393,Shanghai Riviera Forest Park,Pudong New Area,121.579200,31.418500,"Nycticorax nycticorax (Linnaeus, 1758)",Ardeidae,Nycticorax,nycticorax,Species,R,Whole year,240
393,Shanghai Riviera Forest Park,Pudong New Area,121.579200,31.418500,"Buteo buteo (Linnaeus, 1758)",Accipitridae,Buteo,buteo,Species,M,Whole year,240
393,Shanghai Riviera Forest Park,Pudong New Area,121.579200,31.418500,"Gallinula chloropus (Linnaeus, 1758)",Rallidae,Gallinula,chloropus,Species,R,Whole year,240
393,Shanghai Riviera Forest Park,Pudong New Area,121.579200,31.418500,"Amaurornis phoenicurus (Pennant, 1769)",Rallidae,Amaurornis,phoenicurus,Species,M,Whole year,240
393,Shanghai Riviera Forest Park,Pudong New Area,121.579200,31.418500,"Larus cachinnans (Pallas, 1811)",Laridae,Larus,cachinnans,Species,M,Whole year,240
393,Shanghai Riviera Forest Park,Pudong New Area,121.579200,31.418500,"Streptopelia orientalis (Latham, 1790)",Columbidae,Streptopelia,orientalis,Species,R,Whole year,240
393,Shanghai Riviera Forest Park,Pudong New Area,121.579200,31.418500,"Stigmatopelia chinensis (Scopoli, 1768)",Columbidae,Stigmatopelia,chinensis,Species,R,Whole year,240
393,Shanghai Riviera Forest Park,Pudong New Area,121.579200,31.418500,"Alcedo atthis (Linnaeus, 1758)",Alcedinidae,Alcedo,atthis,Species,R,Whole year,240
393,Shanghai Riviera Forest Park,Pudong New Area,121.579200,31.418500,"Upupa epops (Linnaeus, 1758)",Upupidae,Upupa,epops,Species,M,Whole year,240
393,Shanghai Riviera Forest Park,Pudong New Area,121.579200,31.418500,"Dendrocopos major (Linnaeus, 1758)",Picidae,Dendrocopos,major,Species,R,Whole year,240
393,Shanghai Riviera Forest Park,Pudong New Area,121.579200,31.418500,"Parus major (Linnaeus, 1758)",Paridae,Parus,major,Species,R,Whole year,240
393,Shanghai Riviera Forest Park,Pudong New Area,121.579200,31.418500,"Hirundo rustica (Linnaeus, 1758)",Laridae,Hirundo,rustica,Species,M,Whole year,240
393,Shanghai Riviera Forest Park,Pudong New Area,121.579200,31.418500,"Motacilla alba (Linnaeus, 1758)",Motacillidae,Motacilla,alba,Species,M,Whole year,240
393,Shanghai Riviera Forest Park,Pudong New Area,121.579200,31.418500,"Motacilla cinerea (Tunstall, 1771)",Motacillidae,Motacilla,cinerea,Species,M,Whole year,240
393,Shanghai Riviera Forest Park,Pudong New Area,121.579200,31.418500,"Dendronanthus indicus (Gmelin, 1789)",Motacillidae,Dendronanthus,indicus,Species,M,Whole year,240
393,Shanghai Riviera Forest Park,Pudong New Area,121.579200,31.418500,"Anthus hodgsoni (Richmond, 1907)",Motacillidae,Anthus,hodgsoni,Species,M,Whole year,240
393,Shanghai Riviera Forest Park,Pudong New Area,121.579200,31.418500,"Motacilla flava (Linnaeus, 1758)",Motacillidae,Motacilla,flava,Species,M,Whole year,240
393,Shanghai Riviera Forest Park,Pudong New Area,121.579200,31.418500,"Pycnonotus sinensis (Gmelin, 1789)",Pycnonotidae,Pycnonotus,sinensis,Species,R,Whole year,240
393,Shanghai Riviera Forest Park,Pudong New Area,121.579200,31.418500,"Lanius schach (Linnaeus, 1758)",Laniidae,Lanius,schach,Species,R,Whole year,240
393,Shanghai Riviera Forest Park,Pudong New Area,121.579200,31.418500,"Lanius cristatus (Linnaeus, 1758)",Laniidae,Lanius,cristatus,Species,M,Whole year,240
393,Shanghai Riviera Forest Park,Pudong New Area,121.579200,31.418500,"Acridotheres cristatellus (Linnaeus, 1758)",Sturnidae,Acridotheres,cristatellus,Species,R,Whole year,240
393,Shanghai Riviera Forest Park,Pudong New Area,121.579200,31.418500,"Sturnus nigricollis (Paykull, 1807)",Sturnidae,Sturnus,nigricollis,Species,R,Whole year,240
393,Shanghai Riviera Forest Park,Pudong New Area,121.579200,31.418500,"Sturnus sericeus (Gmelin, 1789)",Sturnidae,Sturnus,sericeus,Species,R,Whole year,240
393,Shanghai Riviera Forest Park,Pudong New Area,121.579200,31.418500,"Sturnus cineraceus (Temminck, 1835)",Sturnidae,Sturnus,cineraceus,Species,M,Whole year,240
393,Shanghai Riviera Forest Park,Pudong New Area,121.579200,31.418500,"Pica pica (Linnaeus, 1758)",Corvidae,Pica,pica,Species,R,Whole year,240
393,Shanghai Riviera Forest Park,Pudong New Area,121.579200,31.418500,"Cyanopica cyanus (Pallas, 1776)",Corvidae,Cyanopica,cyanus,Species,R,Whole year,240
393,Shanghai Riviera Forest Park,Pudong New Area,121.579200,31.418500,"Tarsiger cyanurus (Pallas, 1773)",Muscicapidae,Tarsiger,cyanurus,Species,M,Whole year,240
393,Shanghai Riviera Forest Park,Pudong New Area,121.579200,31.418500,"Phoenicurus auroreus (Pallas, 1776)",Muscicapidae,Phoenicurus,auroreus,Species,M,Whole year,240
393,Shanghai Riviera Forest Park,Pudong New Area,121.579200,31.418500,"Turdus hortulorum (P.L.Sclater, 1863)",Turdidae,Turdus,hortulorum,Species,M,Whole year,240
393,Shanghai Riviera Forest Park,Pudong New Area,121.579200,31.418500,"Turdus merula (Linnaeus, 1758)",Turdidae,Turdus,merula,Species,R,Whole year,240
393,Shanghai Riviera Forest Park,Pudong New Area,121.579200,31.418500,"Turdus pallidus (Gmelin, 1789)",Turdidae,Turdus,pallidus,Species,M,Whole year,240
393,Shanghai Riviera Forest Park,Pudong New Area,121.579200,31.418500,"Turdus naumanni (Temminck, 1820)",Turdidae,Turdus,naumanni,Species,M,Whole year,240
393,Shanghai Riviera Forest Park,Pudong New Area,121.579200,31.418500,"Muscicapa dauurica (Pallas, 1811)",Muscicapidae,Muscicapa,dauurica,Species,M,Whole year,240
393,Shanghai Riviera Forest Park,Pudong New Area,121.579200,31.418500,"Cyanoptila cyanomelana (Temminck, 1829)",Muscicapidae,Cyanoptila,cyanomelana,Species,M,Whole year,240
393,Shanghai Riviera Forest Park,Pudong New Area,121.579200,31.418500,"Garrulax canorus (Linnaeus, 1758)",Leiothrichidae,Garrulax,canorus,Species,R,Whole year,240
393,Shanghai Riviera Forest Park,Pudong New Area,121.579200,31.418500,"Paradoxornis webbianus (Gould, 1852)",Paradoxornithidae,Paradoxornis,webbianus,Species,R,Whole year,240
393,Shanghai Riviera Forest Park,Pudong New Area,121.579200,31.418500,"Phylloscopus proregulus (Pallas, 1811)",Phylloscopidae,Phylloscopus,proregulus,Species,M,Whole year,240
393,Shanghai Riviera Forest Park,Pudong New Area,121.579200,31.418500,"Phylloscopus inornatus (Blyth, 1842)",Phylloscopidae,Phylloscopus,inornatus,Species,M,Whole year,240
393,Shanghai Riviera Forest Park,Pudong New Area,121.579200,31.418500,"Passer montanus (Linnaeus, 1758)",Passeridae,Passer,montanus,Species,R,Whole year,240
393,Shanghai Riviera Forest Park,Pudong New Area,121.579200,31.418500,"Fringilla montifringilla (Linnaeus, 1758)",Fringillidae,Fringilla,montifringilla,Species,M,Whole year,240
393,Shanghai Riviera Forest Park,Pudong New Area,121.579200,31.418500,"Carduelis spinus (Linnaeus, 1758)",Fringillidae,Carduelis,spinus,Species,M,Whole year,240
393,Shanghai Riviera Forest Park,Pudong New Area,121.579200,31.418500,"Eophona personata (Temminck & Schlegel, 1848)",Fringillidae,Eophona,personata,Species,M,Whole year,240
393,Shanghai Riviera Forest Park,Pudong New Area,121.579200,31.418500,"Emberiza rustica (Pallas, 1776)",Emberizidae,Emberiza,rustica,Species,M,Whole year,240
393,Shanghai Riviera Forest Park,Pudong New Area,121.579200,31.418500,"Emberiza elegans (Temminck, 1836)",Emberizidae,Emberiza,elegans,Species,M,Whole year,240
393,Shanghai Riviera Forest Park,Pudong New Area,121.579200,31.418500,"Emberiza spodocephala (Pallas, 1776)",Emberizidae,Emberiza,spodocephala,Species,M,Whole year,240
